Class,SpellName,Rank1_ID,AllRankIDs,flags0,flags1,flags2,flags0_hex,flags1_hex,flags2_hex,SpellType,ModifiableStats,VerifyCommand
Priest,"Twin Disciplines",47588,"47588",4194304,0,0,0x00400000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47588"
Priest,"Twin Disciplines",52802,"52802",4194304,0,0,0x00400000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 52802"
Priest,"Twin Disciplines",47587,"47587",4194304,0,0,0x00400000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 47587"
Priest,"Vampiric Embrace",15286,"15286",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 15286"
Priest,"Vampiric Embrace",71269,"71269",4,0,0,0x00000004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 71269"
Priest,"Vampiric Touch",34914,"34914, 34916, 34917, 48159, 48160",0,1024,1024,0x00000000,0x00000400,0x00000400,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34914"
Priest,"Warp Storm",36580,"36580",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 36580"
Priest,"Weakened Soul",6788,"6788",536870912,0,0,0x20000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 6788"
Priest,"Welding Beam",59166,"59166",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 59166"
Priest,"Welding Beam",61998,"61998",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 61998"
Priest,"Welding Beam",35919,"35919",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 35919"
Priest,"Welding Beam",52778,"52778",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 52778"
Priest,"Wretched Tap",29420,"29420",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 29420"
Priest,"ZapTemp",39538,"39538",8388608,0,0,0x00800000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39538"
Priest,"Zoom In",40792,"40792",67108864,0,0,0x04000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40792"
Priest,"Zoom In",40793,"40793",67108864,0,0,0x04000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40793"
Priest,"Zoom Out",40791,"40791",67108864,0,0,0x04000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40791"
Priest,"Zoom Out",40789,"40789",67108864,0,0,0x04000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 40789"
Priest,"Corruption",23642,"23642",8388608,0,0,0x00800000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 23642"
Priest,"Devouring Plague",2944,"2944, 19276, 19277, 19278, 19279, 19280, 25467, 48299, 48300",33554432,4096,1024,0x02000000,0x00001000,0x00000400,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 2944"
Priest,"Focused Casting",14743,"14743, 27828",0,4096,1024,0x00000000,0x00001000,0x00000400,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 14743"
Priest,"Improved Devouring Plague",75999,"75999",0,0,8,0x00000000,0x00000000,0x00000008,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 75999"
Priest,"Improved Devouring Plague",63675,"63675",0,0,8,0x00000000,0x00000000,0x00000008,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 63675"
Priest,"Mind Rend",36929,"36929",8388608,0,0,0x00800000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 36929"
Priest,"Mind Rend",36924,"36924",8388608,0,0,0x00800000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 36924"
Priest,"Mind Rend",39017,"39017",8388608,0,0,0x00800000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 39017"
Priest,"Mind Rend",39021,"39021",8388608,0,0,0x00800000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 39021"
Priest,"Mind Rend",36859,"36859",8388608,0,0,0x00800000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 36859"
Priest,"Serendipity",63735,"63735",0,4096,1024,0x00000000,0x00001000,0x00000400,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 63735"
Priest,"Serendipity",63731,"63731",0,4096,1024,0x00000000,0x00001000,0x00000400,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 63731"
Priest,"Serendipity",63734,"63734",0,4096,1024,0x00000000,0x00001000,0x00000400,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 63734"
Priest,"Shadow Word: Pain",589,"589, 594, 970, 992, 2767, 10892, 10893, 10894, 25367, 25368, 48124, 48125",32768,0,1024,0x00008000,0x00000000,0x00000400,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 589"
Priest,"Shadow Word: Pain",27605,"27605",32768,0,0,0x00008000,0x00000000,0x00000000,DoT,"DoT Amount per tick (op=22), Duration (op=1), Mana Cost (op=14), Crit Chance (op=7)","VERIFY: .spellinfo all 27605"
Priest,"Binding Heal",32546,"32546, 48119, 48120",0,4,0,0x00000000,0x00000004,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 32546"
Priest,"Circle of Healing",34861,"34861, 34863, 34864, 34865, 34866, 48088, 48089",268435456,0,0,0x10000000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34861"
Priest,"Circle of Healing",49306,"49306",268435456,0,0,0x10000000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 49306"
Priest,"Debug Heal",72484,"72484",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 72484"
Priest,"Flash Heal",27608,"27608",2048,0,0,0x00000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 27608"
Priest,"Flash Heal",38588,"38588",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38588"
Priest,"Flash Heal",56331,"56331",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 56331"
Priest,"Flash Heal",42420,"42420",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 42420"
Priest,"Flash Heal",43516,"43516",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43516"
Priest,"Flash Heal",43575,"43575",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43575"
Priest,"Flash Heal",56919,"56919",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 56919"
Priest,"Flash Heal",17137,"17137",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 17137"
Priest,"Flash Heal",17138,"17138",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 17138"
Priest,"Flash Heal",43431,"43431",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 43431"
Priest,"Flash Heal",2061,"2061, 9472, 9473, 9474, 10915, 10916, 10917, 25233, 25235, 48070, 48071",2048,0,0,0x00000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2061"
Priest,"Flash Heal",17843,"17843",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 17843"
Priest,"Flash of Light",59997,"59997",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 59997"
Priest,"Flash of Light",33641,"33641",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 33641"
Priest,"Flash of Light",57766,"57766",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 57766"
Priest,"Flash of Light",71930,"71930",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 71930"
Priest,"Great Heal",62809,"62809",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 62809"
Priest,"Greater Heal",49348,"49348",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 49348"
Priest,"Greater Heal",62334,"62334",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 62334"
Priest,"Greater Heal",60003,"60003",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 60003"
Priest,"Greater Heal",2060,"2060, 10963, 10964, 10965, 25314, 25210, 25213, 48062, 48063",4096,0,0,0x00001000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2060"
Priest,"Greater Heal",61965,"61965",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 61965"
Priest,"Greater Heal",41378,"41378",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41378"
Priest,"Greater Heal",29564,"29564",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 29564"
Priest,"Greater Heal",57775,"57775",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 57775"
Priest,"Greater Heal",35096,"35096",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 35096"
Priest,"Greater Heal",38580,"38580",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38580"
Priest,"Greater Heal",71931,"71931",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 71931"
Priest,"Greater Heal",62442,"62442",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 62442"
Priest,"Greater Heal",63760,"63760",268437504,0,0,0x10000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 63760"
Priest,"Heal",2054,"2054, 2055, 6063, 6064",1024,0,0,0x00000400,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2054"
Priest,"Heal Brethren",26565,"26565",4096,0,0,0x00001000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 26565"
Priest,"Heal Self",39321,"39321",268439552,0,0,0x10001000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39321"
Priest,"Health Link",37382,"37382",1024,0,0,0x00000400,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 37382"
Priest,"Lesser Heal",2050,"2050, 2052, 2053",262144,0,0,0x00040000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 2050"
Priest,"Prayer of Healing",596,"596, 996, 10960, 10961, 25316, 25308, 48072",512,0,0,0x00000200,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 596"
Priest,"Prayer of Healing",30604,"30604",512,0,0,0x00000200,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 30604"
Priest,"QA Heal Coefficient 1",34176,"34176",2048,0,0,0x00000800,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 34176"
Priest,"TEST Heal Self",15068,"15068",268439552,0,0,0x10001000,0x00000000,0x00000000,Heal,"Heal Amount (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 15068"
Priest,"Empowered Renew",63544,"63544",0,0,4096,0x00000000,0x00000000,0x00001000,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 63544"
Priest,"Lightwell Renew",7001,"7001, 27873, 27874, 28276, 48084, 48085",0,0,16384,0x00000000,0x00000000,0x00004000,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 7001"
Priest,"Prayer of Mending",41635,"41635, 48110, 48111",0,32,1024,0x00000000,0x00000020,0x00000400,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 41635"
Priest,"Prayer of Mending",33076,"33076, 48112, 48113",0,32,1024,0x00000000,0x00000020,0x00000400,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 33076"
Priest,"Prayer of Mending",33110,"33110",0,32,0,0x00000000,0x00000020,0x00000000,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 33110"
Priest,"Renew",27606,"27606",64,0,0,0x00000040,0x00000000,0x00000000,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 27606"
Priest,"Renew",46192,"46192",64,0,0,0x00000040,0x00000000,0x00000000,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 46192"
Priest,"Renew",44174,"44174",64,0,0,0x00000040,0x00000000,0x00000000,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 44174"
Priest,"Renew",139,"139, 6074, 6075, 6076, 6077, 6078, 10927, 10928, 10929, 25315, 25221, 25222, 48067, 48068",64,0,1024,0x00000040,0x00000000,0x00000400,HoT,"Heal per tick (op=22), Duration (op=1), Mana Cost (op=14)","VERIFY: .spellinfo all 139"
Priest,"Silence",15487,"15487",0,2101248,0,0x00000000,0x00201000,0x00000000,Interrupt,"Cooldown (op=11), Range (op=5)","VERIFY: .spellinfo all 15487"
Priest,"Divine Hymn",64844,"64844",0,0,4,0x00000000,0x00000000,0x00000004,Mana Restore,"Amount Restored (op=0), Cooldown (op=11)","VERIFY: .spellinfo all 64844"
Priest,"Divine Hymn",64843,"64843",0,4194304,0,0x00000000,0x00400000,0x00000000,Mana Restore,"Amount Restored (op=0), Cooldown (op=11)","VERIFY: .spellinfo all 64843"
Priest,"Hymn of Hope",64904,"64904",0,0,16,0x00000000,0x00000000,0x00000010,Mana Restore,"Amount Restored (op=0), Cooldown (op=11)","VERIFY: .spellinfo all 64904"
Priest,"Hymn of Hope",64901,"64901",0,0,16,0x00000000,0x00000000,0x00000010,Mana Restore,"Amount Restored (op=0), Cooldown (op=11)","VERIFY: .spellinfo all 64901"
Priest,"Mana Burn",8129,"8129",16,0,0,0x00000010,0x00000000,0x00000000,Mana Restore,"Amount Restored (op=0), Cooldown (op=11)","VERIFY: .spellinfo all 8129"
Priest,"Charged Hands",34226,"34226",8388608,0,0,0x00800000,0x00000000,0x00000000,Movement,"Cooldown (op=11), Range (op=5)","VERIFY: .spellinfo all 34226"
Priest,"Nether Charge",34303,"34303",8388608,0,0,0x00800000,0x00000000,0x00000000,Movement,"Cooldown (op=11), Range (op=5)","VERIFY: .spellinfo all 34303"
Priest,"Summon Shadowfiends",39649,"39649",3221225472,256,0,0xC0000000,0x00000100,0x00000000,Summon,"Duration (op=1), Cooldown (op=11), Mana Cost (op=14)","VERIFY: .spellinfo all 39649"
Priest,"Summon Shadowfiends",41159,"41159",3221225472,256,0,0xC0000000,0x00000100,0x00000000,Summon,"Duration (op=1), Cooldown (op=11), Mana Cost (op=14)","VERIFY: .spellinfo all 41159"
Rogue,"Expose Armor",8649,"8649",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 8649"
Rogue,"Expose Armor",26866,"26866",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 26866"
Rogue,"Expose Armor",11197,"11197",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 11197"
Rogue,"Expose Armor",11198,"11198",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 11198"
Rogue,"Expose Armor",8650,"8650",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 8650"
Rogue,"Expose Armor",8647,"8647",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 8647"
Rogue,"Expose Armor",48669,"48669",524288,0,0,0x00080000,0x00000000,0x00000000,Buff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14)","VERIFY: .spellinfo all 48669"
Rogue,"Blind",34654,"34654",2164260864,0,0,0x81000000,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 34654"
Rogue,"Blind",42972,"42972",2164260864,0,0,0x81000000,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 42972"
Rogue,"Blind",2094,"2094",16777216,0,0,0x01000000,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 2094"
Rogue,"Blind",21060,"21060",2164260864,0,0,0x81000000,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 21060"
Rogue,"Blind",34694,"34694",2164260864,0,0,0x81000000,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 34694"
Rogue,"Gouge",1776,"1776",8,0,0,0x00000008,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 1776"
Rogue,"Gouge",11286,"11286",8,0,0,0x00000008,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 11286"
Rogue,"Gouge",11285,"11285",8,0,0,0x00000008,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 11285"
Rogue,"Gouge",38764,"38764",8,0,0,0x00000008,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 38764"
Rogue,"Gouge",8629,"8629",8,0,0,0x00000008,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 8629"
Rogue,"Gouge",1777,"1777",8,0,0,0x00000008,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 1777"
Rogue,"Sap",6770,"6770, 2070, 11297, 51724",128,0,0,0x00000080,0x00000000,0x00000000,CC/Debuff,"Duration (op=1), Cast Time (op=10), Mana Cost (op=14), Cooldown (op=11)","VERIFY: .spellinfo all 6770"
Rogue,"Acorn Toss",38605,"38605",4096,0,0,0x00001000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 38605"
Rogue,"Adrenaline Rush",13750,"13750",0,128,0,0x00000000,0x00000080,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13750"
Rogue,"Ambush",8676,"8676, 8724, 8725, 11267, 11268, 11269, 27441, 48689, 48690, 48691",8389120,0,0,0x00800200,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 8676"
Rogue,"Ambush",41390,"41390",8389120,0,0,0x00800200,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 41390"
Rogue,"Ambush",24337,"24337",8389120,0,0,0x00800200,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 24337"
Rogue,"Ambush",39669,"39669",8389120,0,0,0x00800200,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 39669"
Rogue,"Anesthetic Poison",26785,"26785, 57982",0,16,0,0x00000000,0x00000010,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 26785"
Rogue,"Anesthetic Poison",26688,"26688, 57981",0,16,0,0x00000000,0x00000010,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 26688"
Rogue,"Backfire",48558,"48558",16777216,0,0,0x01000000,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 48558"
Rogue,"Backstab",53,"53, 2589, 2590, 2591, 8721, 11279, 11280, 11281, 25300, 26863, 48656, 48657",8388612,0,0,0x00800004,0x00000000,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 53"
Rogue,"Blade Flurry",13877,"13877",1073741824,2048,0,0x40000000,0x00000800,0x00000000,Damage,"Damage (op=0), Cast Time (op=10), Crit Chance (op=7), Mana Cost (op=14)","VERIFY: .spellinfo all 13877"
